0008,2229	Anatomic Structure, Space or Region Sequence	SQ	1	
0008,2230	Primary Anatomic Structure Modifier Sequence	SQ	1	
0008,2240	Transducer Position Sequence	SQ	1	R
0008,2242	Transducer Position Modifier Sequence	SQ	1	R
0008,2244	Transducer Orientation Sequence	SQ	1	R
0008,2246	Transducer Orientation Modifier Sequence	SQ	1	R
0008,2251	Anatomic Structure Space Or Region Code Sequence (Trial)	SQ	1	R
0008,2253	Anatomic Portal Of Entrance Code Sequence (Trial)	SQ	1	R
0008,2255	Anatomic Approach Direction Code Sequence (Trial)	SQ	1	R
0008,2256	Anatomic Perspective Description (Trial)	ST	1	R
0008,2257	Anatomic Perspective Code Sequence (Trial)	SQ	1	R
0008,2258	Anatomic Location Of Examining Instrument Description (Trial)	ST	1	R
0008,2259	Anatomic Location Of Examining Instrument Code Sequence (Trial)	SQ	1	R
0008,225A	Anatomic Structure Space Or Region Modifier Code Sequence (Trial)	SQ	1	R
0008,225C	OnAxis Background Anatomic Structure Code Sequence (Trial)	SQ	1	R
0008,3001	Alternate Representation Sequence	SQ	1	
0008,3010	Irradiation Event UID	UI	1	
0008,4000	Identifying Comments	LT	1	R
0008,9007	Frame Type	CS	4	
0008,9092	Referenced Image Evidence Sequence	SQ	1	
0008,9121	Referenced Raw Data Sequence	SQ	1	
0008,9123	Creator-Version UID	UI	1	
0008,9124	Derivation Image Sequence	SQ	1	
0008,9154	Source Image Evidence Sequence	SQ	1	
0008,9205	Pixel Presentation	CS	1	
0008,9206	Volumetric Properties	CS	1	
0008,9207	Volume Based Calculation Technique	CS	1	
0008,9208	Complex Image Component	CS	1	
0008,9209	Acquisition Contrast	CS	1	
0008,9215	Derivation Code Sequence	SQ	1	
0008,9237	Referenced Presentation State Sequence	SQ	1	
0008,9410	Referenced Other Plane Sequence	SQ	1	
0008,9458	Frame Display Sequence	SQ	1	
0008,9459	Recommended Display Frame Rate in Float	FL	1	
0008,9460	Skip Frame Range Flag	CS	1	
0010,0010	Patient's Name	PN	1	
0010,0020	Patient ID	LO	1	
0010,0021	Issuer of Patient ID	LO	1	
0010,0022	Type of Patient ID	CS	1	
0010,0024	Issuer of Patient ID Qualifiers Sequence	SQ	1	
0010,0030	Patient's Birth Date	DA	1	
0010,0032	Patient's Birth Time	TM	1	
0010,0040	Patient's Sex	CS	1	
0010,0050	Patient's Insurance Plan Code Sequence	SQ	1	
0010,0101	Patient's Primary Language Code Sequence	SQ	1	
0010,0102	Patient's Primary Language Modifier Code Sequence	SQ	1	
0010,1000	Other Patient IDs	LO	1-n	
0010,1001	Other Patient Names	PN	1-n	
0010,1002	Other Patient IDs Sequence	SQ	1	
0010,1005	Patient's Birth Name	PN	1	
0010,1010	Patient's Age	AS	1	
0010,1020	Patient's Size	DS	1	
0010,1021	Patient's Size Code Sequence	SQ	1	
0010,1030	Patient's Weight	DS	1	
0010,1040	Patient's Address	LO	1	
0010,1050	Insurance Plan Identification	LO	1-n	R
0010,1060	Patient's Mother's Birth Name	PN	1	
0010,1080	Military Rank	LO	1	
0010,1081	Branch of Service	LO	1	
0010,1090	Medical Record Locator	LO	1	
0010,2000	Medical Alerts	LO	1-n	
0010,2110	Allergies	LO	1-n	
0010,2150	Country of Residence	LO	1	
0010,2152	Region of Residence	LO	1	
0010,2154	Patient's Telephone Numbers	SH	1-n	
0010,2160	Ethnic Group	SH	1	
0010,2180	Occupation	SH	1	
0010,21A0	Smoking Status	CS	1	
0010,21B0	Additional Patient History	LT	1	
0010,21C0	Pregnancy Status	US	1	
0010,21D0	Last Menstrual Date	DA	1	
0010,21F0	Patient's Religious Preference	LO	1	
0010,2201	Patient Species Description	LO	1	
0010,2202	Patient Species Code Sequence	SQ	1	
0010,2203	Patient's Sex Neutered	CS	1	
0010,2210	Anatomical Orientation Type	CS	1	
0010,2292	Patient Breed Description	LO	1	
0010,2293	Patient Breed Code Sequence	SQ	1	
0010,2294	Breed Registration Sequence	SQ	1	
0010,2295	Breed Registration Number	LO	1	
0010,2296	Breed Registry Code Sequence	SQ	1	
0010,2297	Responsible Person	PN	1	
0010,2298	Responsible Person Role	CS	1	
0010,2299	Responsible Organization	LO	1	
0010,4000	Patient Comments	LT	1	
0010,9431	Examined Body Thickness	FL	1	
0012,0010	Clinical Trial Sponsor Name	LO	1	
0012,0020	Clinical Trial Protocol ID	LO	1	
0012,0021	Clinical Trial Protocol Name	LO	1	
0012,0030	Clinical Trial Site ID	LO	1	
0012,0031	Clinical Trial Site Name	LO	1	
0012,0040	Clinical Trial Subject ID	LO	1	
0012,0042	Clinical Trial Subject Reading ID	LO	1	
0012,0050	Clinical Trial Time Point ID	LO	1	
0012,0051	Clinical Trial Time Point Description	ST	1	
0012,0060	Clinical Trial Coordinating Center Name	LO	1	
0012,0062	Patient Identity Removed	CS	1	
0012,0063	De-identification Method	LO	1-n	
0012,0064	De-identification Method Code Sequence	SQ	1	
0012,0071	Clinical Trial Series ID	LO	1	
0012,0072	Clinical Trial Series Description	LO	1	
0012,0081	Clinical Trial Protocol Ethics Committee Name	LO	1	
0012,0082	Clinical Trial Protocol Ethics Committee Approval Number	LO	1	
0012,0083	Consent for Clinical Trial Use Sequence	SQ	1	
0012,0084	Distribution Type	CS	1	
0012,0085	Consent for Distribution Flag	CS	1	
0014,0023	CAD File Format	ST	1-n	
0014,0024	Component Reference System	ST	1-n	
0014,0025	Component Manufacturing Procedure	ST	1-n	
0014,0028	Component Manufacturer	ST	1-n	
0014,0030	Material Thickness	DS	1-n	
0014,0032	Material Pipe Diameter	DS	1-n	
0014,0034	Material Isolation Diameter	DS	1-n	
0014,0042	Material Grade	ST	1-n	
0014,0044	Material Properties File ID	ST	1-n	
0014,0045	Material Properties File Format	ST	1-n	
0014,0046	Material Notes	LT	1	
0014,0050	Component Shape	CS	1	
0014,0052	Curvature Type	CS	1	
0014,0054	Outer Diameter	DS	1	
0014,0056	Inner Diameter	DS	1	
0014,1010	Actual Environmental Conditions	ST	1	
0014,1020	Expiry Date	DA	1	
0014,1040	Environmental Conditions	ST	1	
0014,2002	Evaluator Sequence	SQ	1	
0014,2004	Evaluator Number	IS	1	
0014,2006	Evaluator Name	PN	1	
0014,2008	Evaluation Attempt	IS	1	
0014,2012	Indication Sequence	SQ	1	
0014,2014	Indication Number	IS	1	
0014,2016	Indication Label	SH	1	
0014,2018	Indication Description	ST	1	
0014,201A	Indication Type	CS	1-n	
0014,201C	Indication Disposition	CS	1	
0014,201E	Indication ROI Sequence	SQ	1	
0014,2030	Indication Physical Property Sequence	SQ	1	
0014,2032	Property Label	SH	1	
0014,2202	Coordinate System Number of Axes	IS	1	
0014,2204	Coordinate System Axes Sequence	SQ	1	
0014,2206	Coordinate System Axis Description	ST	1	
0014,2208	Coordinate System Data Set Mapping	CS	1	
0014,220A	Coordinate System Axis Number	IS	1	
0014,220C	Coordinate System Axis Type	CS	1	
0014,220E	Coordinate System Axis Units	CS	1	
0014,2210	Coordinate System Axis Values	OB	1	
0014,2220	Coordinate System Transform Sequence	SQ	1	
0014,2222	Transform Description	ST	1	
0014,2224	Transform Number of Axes	IS	1	
0014,2226	Transform Order of Axes	IS	1-n	
0014,2228	Transformed Axis Units	CS	1	
0014,222A	Coordinate System Transform Rotation and Scale Matrix	DS	1-n	
0014,222C	Coordinate System Transform Translation Matrix	DS	1-n	
0014,3011	Internal Detector Frame Time	DS	1	
0014,3012	Number of Frames Integrated	DS	1	
0014,3020	Detector Temperature Sequence	SQ	1	
0014,3022	Sensor Name	DS	1	
0014,3024	Horizontal Offset of Sensor	DS	1	
0014,3026	Vertical Offset of Sensor	DS	1	
0014,3028	Sensor Temperature	DS	1	
0014,3040	Dark Current Sequence	SQ	1	
0014,3050	Dark Current Counts	OB,OW	1	
0014,3060	Gain Correction Reference Sequence	SQ	1	
0014,3070	Air Counts	OB,OW	1	
0014,3071	KV Used in Gain Calibration	DS	1	
0014,3072	MA Used in Gain Calibration	DS	1	
0014,3073	Number of Frames Used for Integration	DS	1	
0014,3074	Filter Material Used in Gain Calibration	LO	1	
0014,3075	Filter Thickness Used in Gain Calibration	DS	1	
0014,3076	Date of Gain Calibration	DA	1	
0014,3077	Time of Gain Calibration	TM	1	
0014,3080	Bad Pixel Image	OB	1	
0014,3099	Calibration Notes	LT	1	
0014,4002	Pulser Equipment Sequence	SQ	1	
0014,4004	Pulser Type	CS	1	
0014,4006	Pulser Notes	LT	1	
0014,4008	Receiver Equipment Sequence	SQ	1	
0014,400A	Amplifier Type	CS	1	
0014,400C	Receiver Notes	LT	1	
0014,400E	Pre-Amplifier Equipment Sequence	SQ	1	
0014,400F	Pre-Amplifier Notes	LT	1	
0014,4010	Transmit Transducer Sequence	SQ	1	
0014,4011	Receive Transducer Sequence	SQ	1	
0014,4012	Number of Elements	US	1	
0014,4013	Element Shape	CS	1	
0014,4014	Element Dimension A	DS	1	
0014,4015	Element Dimension B	DS	1	
0014,4016	Element Pitch	DS	1	
0014,4017	Measured Beam Dimension A	DS	1	
0014,4018	Measured Beam Dimension B	DS	1	
0014,4019	Location of Measured Beam Diameter	DS	1	
0014,401A	Nominal Frequency	DS	1	
0014,401B	Measured Center Frequency	DS	1	
0014,401C	Measured Bandwidth	DS	1	
0014,4020	Pulser Settings Sequence	SQ	1	
0014,4022	Pulse Width	DS	1	
0014,4024	Excitation Frequency	DS	1	
0014,4026	Modulation Type	CS	1	
0014,4028	Damping	DS	1	
0014,4030	Receiver Settings Sequence	SQ	1	
0014,4031	Acquired Soundpath Length	DS	1	
0014,4032	Acquisition Compression Type	CS	1	
0014,4033	Acquisition Sample Size	IS	1	
0014,4034	Rectifier Smoothing	DS	1	
0014,4035	DAC Sequence	SQ	1	
0014,4036	DAC Type	CS	1	
0014,4038	DAC Gain Points	DS	1-n	
0014,403A	DAC Time Points	DS	1-n	
0014,403C	DAC Amplitude	DS	1-n	
0014,4040	Pre-Amplifier Settings Sequence	SQ	1	
0014,4050	Transmit Transducer Settings Sequence	SQ	1	
0014,4051	Receive Transducer Settings Sequence	SQ	1	
0014,4052	Incident Angle	DS	1	
0014,4054	Coupling Technique	ST	1	
0014,4056	Coupling Medium	ST	1	
0014,4057	Coupling Velocity	DS	1	
0014,4058	Crystal Center Location X	DS	1	
0014,4059	Crystal Center Location Z	DS	1	
0014,405A	Sound Path Length	DS	1	
0014,405C	Delay Law Identifier	ST	1	
0014,4060	Gate Settings Sequence	SQ	1	
0014,4062	Gate Threshold	DS	1	
0014,4064	Velocity of Sound	DS	1	
0014,4070	Calibration Settings Sequence	SQ	1	
0014,4072	Calibration Procedure	ST	1	
0014,4074	Procedure Version	SH	1	
0014,4076	Procedure Creation Date	DA	1	
0014,4078	Procedure Expiration Date	DA	1	
0014,407A	Procedure Last Modified Date	DA	1	
0014,407C	Calibration Time	TM	1-n	
0014,407E	Calibration Date	DA	1-n	
0014,5002	LINAC Energy	IS	1	
0014,5004	LINAC Output	IS	1	
0018,0010	Contrast/Bolus Agent	LO	1	
0018,0012	Contrast/Bolus Agent Sequence	SQ	1	
0018,0014	Contrast/Bolus Administration Route Sequence	SQ	1	
0018,0015	Body Part Examined	CS	1	
0018,0020	Scanning Sequence	CS	1-n	
0018,0021	Sequence Variant	CS	1-n	
0018,0022	Scan Options	CS	1-n	
0018,0023	MR Acquisition Type	CS	1	
0018,0024	Sequence Name	SH	1	
0018,0025	Angio Flag	CS	1	
0018,0026	Intervention Drug Information Sequence	SQ	1	
0018,0027	Intervention Drug Stop Time	TM	1	
0018,0028	Intervention Drug Dose	DS	1	
0018,0029	Intervention Drug Code Sequence	SQ	1	
0018,002A	Additional Drug Sequence	SQ	1	
0018,0030	Radionuclide	LO	1-n	R
0018,0031	Radiopharmaceutical	LO	1	
0018,0032	Energy Window Centerline	DS	1	R
0018,0033	Energy Window Total Width	DS	1-n	R
0018,0034	Intervention Drug Name	LO	1	
0018,0035	Intervention Drug Start Time	TM	1	
0018,0036	Intervention Sequence	SQ	1	
0018,0037	Therapy Type	CS	1	R
0018,0038	Intervention Status	CS	1	
0018,0039	Therapy Description	CS	1	R
0018,003A	Intervention Description	ST	1	
0018,0040	Cine Rate	IS	1	
0018,0042	Initial Cine Run State	CS	1	
0018,0050	Slice Thickness	DS	1	
0018,0060	KVP	DS	1	
0018,0070	Counts Accumulated	IS	1	
0018,0071	Acquisition Termination Condition	CS	1	
0018,0072	Effective Duration	DS	1	
0018,0073	Acquisition Start Condition	CS	1	
0018,0074	Acquisition Start Condition Data	IS	1	
0018,0075	Acquisition Termination Condition Data	IS	1	
0018,0080	Repetition Time	DS	1	
0018,0081	Echo Time	DS	1	
0018,0082	Inversion Time	DS	1	
0018,0083	Number of Averages	DS	1	
0018,0084	Imaging Frequency	DS	1	
0018,0085	Imaged Nucleus	SH	1	
0018,0086	Echo Number(s)	IS	1-n	
0018,0087	Magnetic Field Strength	DS	1	
0018,0088	Spacing Between Slices	DS	1	
0018,0089	Number of Phase Encoding Steps	IS	1	
0018,0090	Data Collection Diameter	DS	1	
0018,0091	Echo Train Length	IS	1	
0018,0093	Percent Sampling	DS	1	
0018,0094	Percent Phase Field of View	DS	1	
0018,0095	Pixel Bandwidth	DS	1	
0018,1000	Device Serial Number	LO	1	
0018,1002	Device UID	UI	1	
0018,1003	Device ID	LO	1	
0018,1004	Plate ID	LO	1	
0018,1005	Generator ID	LO	1	
0018,1006	Grid ID	LO	1	
0018,1007	Cassette ID	LO	1	
0018,1008	Gantry ID	LO	1	
0018,1010	Secondary Capture Device ID	LO	1	
0018,1011	Hardcopy Creation Device ID	LO	1	R
0018,1012	Date of Secondary Capture	DA	1	
0018,1014	Time of Secondary Capture	TM	1	
0018,1016	Secondary Capture Device Manufacturer	LO	1	
0018,1017	Hardcopy Device Manufacturer	LO	1	R
0018,1018	Secondary Capture Device Manufacturer's Model Name	LO	1	
0018,1019	Secondary Capture Device Software Versions	LO	1-n	
0018,101A	Hardcopy Device Software Version	LO	1-n	R
0018,101B	Hardcopy Device Manufacturer's Model Name	LO	1	R
0018,1020	Software Version(s)	LO	1-n	
0018,1022	Video Image Format Acquired	SH	1	
0018,1023	Digital Image Format Acquired	LO	1	
0018,1030	Protocol Name	LO	1	
0018,1040	Contrast/Bolus Route	LO	1	
0018,1041	Contrast/Bolus Volume	DS	1	
0018,1042	Contrast/Bolus Start Time	TM	1	
0018,1043	Contrast/Bolus Stop Time	TM	1	
0018,1044	Contrast/Bolus Total Dose	DS	1	
0018,1045	Syringe Counts	IS	1	
0018,1046	Contrast Flow Rate	DS	1-n	
0018,1047	Contrast Flow Duration	DS	1-n	
0018,1048	Contrast/Bolus Ingredient	CS	1	
0018,1049	Contrast/Bolus Ingredient Concentration	DS	1	
0018,1050	Spatial Resolution	DS	1	
0018,1060	Trigger Time	DS	1	
0018,1061	Trigger Source or Type	LO	1	
0018,1062	Nominal Interval	IS	1	
0018,1063	Frame Time	DS	1	
0018,1064	Cardiac Framing Type	LO	1	
0018,1065	Frame Time Vector	DS	1-n	
0018,1066	Frame Delay	DS	1	
0018,1067	Image Trigger Delay	DS	1	
0018,1068	Multiplex Group Time Offset	DS	1	
0018,1069	Trigger Time Offset	DS	1	
0018,106A	Synchronization Trigger	CS	1	
0018,106C	Synchronization Channel	US	2	
0018,106E	Trigger Sample Position	UL	1	
0018,1070	Radiopharmaceutical Route	LO	1	
0018,1071	Radiopharmaceutical Volume	DS	1	
0018,1072	Radiopharmaceutical Start Time	TM	1	
0018,1073	Radiopharmaceutical Stop Time	TM	1	
0018,1074	Radionuclide Total Dose	DS	1	
0018,1075	Radionuclide Half Life	DS	1	
0018,1076	Radionuclide Positron Fraction	DS	1	
0018,1077	Radiopharmaceutical Specific Activity	DS	1	
0018,1078	Radiopharmaceutical Start DateTime	DT	1	
0018,1079	Radiopharmaceutical Stop DateTime	DT	1	
0018,1080	Beat Rejection Flag	CS	1	
0018,1081	Low R-R Value	IS	1	
0018,1082	High R-R Value	IS	1	
0018,1083	Intervals Acquired	IS	1	
0018,1084	Intervals Rejected	IS	1	
0018,1085	PVC Rejection	LO	1	
0018,1086	Skip Beats	IS	1	
0018,1088	Heart Rate	IS	1	
0018,1090	Cardiac Number of Images	IS	1	
0018,1094	Trigger Window	IS	1	
0018,1100	Reconstruction Diameter	DS	1	
0018,1110	Distance Source to Detector	DS	1	
0018,1111	Distance Source to Patient	DS	1	
0018,1114	Estimated Radiographic Magnification Factor	DS	1	
0018,1120	Gantry/Detector Tilt	DS	1	
0018,1121	Gantry/Detector Slew	DS	1	
0018,1130	Table Height	DS	1	
0018,1131	Table Traverse	DS	1	
0018,1134	Table Motion	CS	1	
0018,1135	Table Vertical Increment	DS	1-n	
0018,1136	Table Lateral Increment	DS	1-n	
0018,1137	Table Longitudinal Increment	DS	1-n	
0018,1138	Table Angle	DS	1	
0018,113A	Table Type	CS	1	
0018,1140	Rotation Direction	CS	1	
0018,1141	Angular Position	DS	1	R
0018,1142	Radial Position	DS	1-n	
0018,1143	Scan Arc	DS	1	
0018,1144	Angular Step	DS	1	
0018,1145	Center of Rotation Offset	DS	1	
0018,1146	Rotation Offset	DS	1-n	R
0018,1147	Field of View Shape	CS	1	
0018,1149	Field of View Dimension(s)	IS	1-2	
0018,1150	Exposure Time	IS	1	
0018,1151	X-Ray Tube Current	IS	1	
0018,1152	Exposure	IS	1	
0018,1153	Exposure in µAs	IS	1	
0018,1154	Average Pulse Width	DS	1	
0018,1155	Radiation Setting	CS	1	
0018,1156	Rectification Type	CS	1	
0018,115A	Radiation Mode	CS	1	
0018,115E	Image and Fluoroscopy Area Dose Product	DS	1	
0018,1160	Filter Type	SH	1	
0018,1161	Type of Filters	LO	1-n	
0018,1162	Intensifier Size	DS	1	
0018,1164	Imager Pixel Spacing	DS	2	
0018,1166	Grid	CS	1-n	
0018,1170	Generator Power	IS	1	
0018,1180	Collimator/grid Name	SH	1	
0018,1181	Collimator Type	CS	1	
0018,1182	Focal Distance	IS	1-2	
0018,1183	X Focus Center	DS	1-2	
0018,1184	Y Focus Center	DS	1-2	
0018,1190	Focal Spot(s)	DS	1-n	
0018,1191	Anode Target Material	CS	1	
0018,11A0	Body Part Thickness	DS	1	
0018,11A2	Compression Force	DS	1	
0018,1200	Date of Last Calibration	DA	1-n	
0018,1201	Time of Last Calibration	TM	1-n	
0018,1210	Convolution Kernel	SH	1-n	
0018,1240	Upper/Lower Pixel Values	IS	1-n	R
0018,1242	Actual Frame Duration	IS	1	
0018,1243	Count Rate	IS	1	
0018,1244	Preferred Playback Sequencing	US	1	
